player_name,age,position,matches_played,minutes_played,league,team_rank,contract_years_left,goals,assists,saves,clean_sheets,tackles,interceptions,market_value_million_eur
Player_3774,35,MID,23,2120,Premier League,14,2,5,13,0,0,29,23,18.6
Player_3775,35,FWD,22,2452,Serie A,13,5,30,2,0,0,13,11,29.4
Player_3776,33,FWD,33,1398,Serie A,5,3,28,14,0,0,,19,34.6
Player_3777,34,MID,24,2119,Ligue 1,12,4,7,0,0,0,33,60,15
Player_3778,24,MID,,1793,La Liga,10,0,6,3,0,0,37,56,16
Player_3779,29,FWD,33,1723,Serie A,2,4,19,7,0,0,8,2,27
Player_3780,19,DEF,31,1542,Serie A,7,,1,5,0,13,72,24,18.3
Player_3781,27,DEF,8,454,La Liga,7,2,2,0,0,3,50,67,13.9
Player_3782,22,GK,10,2318,Ligue 1,4,2,0,,50,5,0,0,16.4
Player_3783,20,FWD,1,823,Premier League,12,2,,8,0,0,26,9,32
Player_3784,30,FWD,21,3013,Ligue 1,4,1,26,10,0,0,19,10,32
Player_3785,29,GK,25,3131,La Liga,7,4,0,0,50,13,,0,18.2
Player_3786,20,MID,32,2798,Premier League,20,,,7,0,0,20,62,15.6
Player_3787,23,MID,10,333,Premier League,13,3,1,,0,0,39,44,14.4
Player_3788,31,GK,9,402,Premier League,8,5,0,0,54,2,0,0,14.9
Player_3789,21,FWD,20,165,Ligue 1,14,2,31,13,0,0,2,13,34.2
Player_3790,30,DEF,20,2399,La Liga,3,4,3,5,0,17,54,23,21.5
Player_3791,35,GK,,320,Ligue 1,2,2,0,0,14,4,0,0,14.7
Player_3792,20,MID,11,2840,Ligue 1,10,2,10,14,0,0,47,,22.8
Player_3793,23,MID,21,2783,Bundesliga,6,0,3,0,0,0,10,,13.8
Player_3794,33,GK,19,1501,Serie A,7,2,0,0,57,18,0,0,20.05
Player_3795,20,MID,,2894,Ligue 1,16,4,5,2,0,0,78,39,13.8
Player_3796,29,MID,6,1438,Bundesliga,6,5,1,5,0,0,42,51,14.6
Player_3797,21,GK,10,931,La Liga,16,0,0,0,40,6,0,0,13.8
Player_3798,18,DEF,16,3016,Bundesliga,12,0,1,3,0,7,23,57,14.7
Player_3799,19,MID,11,1569,Ligue 1,15,2,12,4,0,0,74,38,19
Player_3800,30,DEF,35,605,La Liga,3,2,1,5,0,9,28,81,17.9
Player_3801,30,FWD,8,2579,Bundesliga,16,,8,,0,0,9,6,19.2
Player_3802,19,FWD,28,1662,Ligue 1,18,4,31,13,0,0,15,4,33.4
Player_3803,33,FWD,3,2720,La Liga,15,5,10,13,0,0,10,0,21.4
Player_3804,29,DEF,2,2399,La Liga,6,,5,1,0,0,34,82,15.4
Player_3805,18,FWD,,2886,Serie A,17,1,26,13,0,0,,11,30.6
Player_3806,26,DEF,29,908,Ligue 1,2,5,2,4,0,6,61,84,17.4
Player_3807,34,DEF,3,3139,Serie A,2,1,5,2,0,3,78,72,17.5
Player_3808,27,GK,1,3004,La Liga,17,4,0,0,5,0,0,0,10.05
Player_3809,35,GK,15,697,La Liga,19,2,0,0,45,4,0,0,12.85
Player_3810,24,MID,20,3047,Bundesliga,5,0,4,,0,0,53,48,19
Player_3811,32,MID,22,3388,Serie A,4,3,11,0,0,0,73,40,19
Player_3812,26,DEF,34,612,Premier League,18,2,0,2,0,11,104,64,13.7
Player_3813,27,MID,33,1891,Ligue 1,8,5,4,1,0,0,18,,14.4
Player_3814,21,DEF,9,1302,Serie A,9,5,4,3,0,5,115,41,16.5
Player_3815,23,MID,3,3370,La Liga,18,0,2,1,0,0,41,26,11.2
Player_3816,21,DEF,2,1126,Bundesliga,11,5,0,3,0,2,92,45,12.8
Player_3817,22,FWD,4,251,Ligue 1,16,4,6,5,0,0,0,,15.6
Player_3818,26,FWD,16,1606,Ligue 1,16,5,27,3,0,0,29,5,27.4
Player_3819,29,MID,33,2142,Bundesliga,4,2,1,6,0,0,63,,15.4
Player_3820,25,DEF,9,2121,La Liga,9,5,2,3,0,6,51,84,15.6
Player_3821,22,DEF,18,291,Premier League,13,3,4,4,0,12,99,66,18.2
Player_3822,28,FWD,16,2553,Bundesliga,20,5,13,10,0,0,9,19,21
Player_3823,28,DEF,8,1125,Premier League,8,1,1,2,0,8,64,53,15.4
Player_3824,30,DEF,23,1037,Serie A,11,0,3,2,0,22,24,43,20.2
Player_3825,31,GK,,1510,Ligue 1,9,2,,0,72,19,0,0,20.7
Player_3826,25,MID,3,1454,La Liga,18,3,10,5,0,0,35,55,17.6
Player_3827,35,MID,15,841,Premier League,20,2,6,12,0,0,71,66,17.6
Player_3828,29,FWD,33,1039,La Liga,3,4,,,0,0,20,9,23.8
Player_3829,29,DEF,18,2510,Serie A,18,0,5,1,0,12,50,60,16.6
Player_3830,35,DEF,23,1338,Premier League,19,4,0,1,0,5,44,78,11.3
Player_3831,27,FWD,3,1295,La Liga,9,5,23,13,0,0,5,14,30.4
Player_3832,24,FWD,30,1410,La Liga,18,4,12,1,0,0,7,14,17.2
Player_3833,35,DEF,17,1420,Serie A,16,5,5,0,0,12,75,19,16.6
Player_3834,29,MID,32,520,Bundesliga,14,1,7,14,0,0,51,51,20.2
Player_3835,31,DEF,7,2827,Serie A,19,4,5,4,0,5,20,21,15.5
Player_3836,32,FWD,14,2255,Premier League,15,3,24,10,0,0,29,5,28.6
Player_3837,33,GK,15,677,Premier League,4,0,0,0,90,14,0,0,21.1
Player_3838,19,FWD,12,3207,Ligue 1,12,1,14,7,0,0,5,22,22
Player_3839,35,MID,8,2364,La Liga,7,2,3,5,0,0,57,46,15.6
Player_3840,29,MID,16,1353,Premier League,11,4,3,0,0,0,15,36,12.8
Player_3841,33,GK,34,2485,Bundesliga,7,2,0,0,136,22,0,0,25.2
Player_3842,30,MID,24,230,Bundesliga,20,1,10,12,0,0,39,27,20
Player_3843,34,DEF,29,293,Serie A,3,2,4,3,0,8,80,50,18.6
Player_3844,35,DEF,16,1093,Premier League,4,3,0,1,0,10,86,12,15.8
Player_3845,20,MID,,1755,Premier League,2,1,13,0,0,0,32,38,20.6
Player_3846,27,FWD,5,950,Ligue 1,20,0,21,,0,0,1,24,27.4
Player_3847,18,MID,30,934,Ligue 1,15,,,3,0,0,,58,16.2
Player_3848,23,MID,5,3132,Ligue 1,20,0,3,9,0,0,22,,14.6
Player_3849,20,GK,,2450,Premier League,12,0,0,0,78,9,0,,17.4
Player_3850,21,DEF,35,2028,Serie A,17,1,4,0,0,2,104,74,12.8
Player_3851,20,GK,25,226,Serie A,18,1,0,0,50,8,0,0,14.5
Player_3852,25,MID,14,1741,Serie A,8,5,9,14,0,0,34,13,22.6
Player_3853,25,FWD,26,2488,Serie A,8,1,23,13,0,0,7,0,30.6
Player_3854,24,MID,18,3322,Bundesliga,5,4,13,5,0,0,26,29,22
Player_3855,19,GK,20,1780,Premier League,9,5,,0,40,2,0,0,14
Player_3856,23,DEF,34,2310,La Liga,20,1,3,0,0,18,111,49,16.4
Player_3857,33,MID,7,1243,Premier League,20,1,11,10,0,0,36,10,19.8
Player_3858,27,DEF,10,168,Serie A,5,1,5,2,0,10,86,74,19
Player_3859,21,FWD,15,1068,Bundesliga,10,0,5,2,0,0,20,5,15
Player_3860,30,FWD,17,658,Bundesliga,1,3,25,1,0,0,28,12,28.4
Player_3861,27,MID,11,3000,Premier League,4,0,2,5,0,0,20,54,15.6
Player_3862,31,DEF,34,2194,La Liga,16,5,2,4,0,6,61,86,14.6
Player_3863,26,DEF,27,2500,Serie A,18,,2,4,0,22,115,88,19
Player_3864,28,GK,21,223,Bundesliga,12,3,0,0,63,9,0,0,16.65
Player_3865,35,DEF,31,2151,Serie A,20,3,4,,0,4,115,80,14.8
Player_3866,28,DEF,4,372,Serie A,15,5,4,3,0,2,113,39,14.4
Player_3867,34,MID,17,2943,Serie A,18,5,10,,0,0,15,33,17.2
Player_3868,19,MID,20,216,Ligue 1,5,0,12,3,0,0,,51,20.6
Player_3869,20,GK,25,2116,Serie A,14,4,0,0,100,15,0,0,19.9
Player_3870,28,DEF,23,1885,Serie A,7,2,2,4,0,14,78,81,18.8
Player_3871,35,DEF,15,1939,La Liga,11,4,1,5,0,1,69,76,13.9
Player_3872,20,DEF,33,307,La Liga,15,0,1,3,0,10,96,88,15
Player_3873,32,FWD,19,834,Ligue 1,11,3,30,3,0,0,2,10,30.2
Player_3874,28,GK,15,2817,Ligue 1,7,2,0,0,30,7,0,0,15.4
Player_3875,28,DEF,5,3134,Serie A,20,4,1,,0,5,53,52,12.9
Player_3876,28,DEF,,349,Bundesliga,20,5,3,2,0,4,87,62,13
Player_3877,18,FWD,32,1331,Bundesliga,4,5,19,12,0,0,29,23,28.6
Player_3878,22,MID,22,1933,Premier League,1,1,13,1,0,0,46,69,21.2
Player_3879,27,DEF,32,1771,Bundesliga,2,5,4,5,0,6,73,87,19
Player_3880,27,MID,13,1602,Bundesliga,4,4,0,6,0,0,68,56,14.8
Player_3881,31,MID,26,1556,La Liga,5,,2,11,0,0,19,33,17.8
Player_3882,19,FWD,17,188,Premier League,2,2,15,1,0,0,21,19,22.2
Player_3883,21,DEF,5,271,Premier League,2,1,0,0,0,3,101,39,13.7
Player_3884,19,FWD,33,2306,La Liga,18,5,29,2,0,0,11,24,27.8
Player_3885,35,FWD,27,2370,Bundesliga,14,5,11,8,0,0,5,19,20.2
Player_3886,30,FWD,5,1045,Bundesliga,3,2,20,6,0,0,18,,27
Player_3887,22,MID,37,1206,Premier League,18,2,14,5,0,0,,65,20
Player_3888,19,MID,7,561,Bundesliga,10,4,4,6,0,0,61,14,16
Player_3889,28,DEF,18,1629,Premier League,6,5,0,4,0,4,115,50,14.8
Player_3890,35,MID,31,1198,Bundesliga,2,3,12,,0,0,27,,25.2
Player_3891,23,MID,6,768,Serie A,20,,1,2,0,0,14,27,10.6
Player_3892,27,MID,2,1632,La Liga,11,4,4,0,0,0,57,45,13.4
Player_3893,34,DEF,13,470,Ligue 1,18,1,4,4,0,7,33,53,15.7
Player_3894,28,MID,11,1345,Serie A,14,0,8,0,0,0,42,10,15.2
Player_3895,34,FWD,26,2388,Bundesliga,20,5,7,10,0,0,6,11,17.4
Player_3896,21,DEF,21,3246,Ligue 1,13,4,2,2,0,4,51,46,13.8
Player_3897,31,FWD,2,2456,Serie A,7,3,27,14,0,0,22,13,33.6
Player_3898,21,MID,20,2330,La Liga,20,3,,3,0,0,66,19,15.8
Player_3899,31,FWD,17,1748,Ligue 1,10,4,,0,0,0,22,8,20.8
Player_3900,21,DEF,16,3074,Ligue 1,19,1,4,1,0,9,89,15,14.9
Player_3901,23,DEF,5,2738,La Liga,13,3,1,3,0,1,100,46,12.7
Player_3902,26,FWD,14,2744,Serie A,2,3,,9,0,0,23,12,33.2
Player_3903,29,DEF,24,1670,Ligue 1,20,5,1,1,0,1,27,10,10.5
Player_3904,25,FWD,4,854,La Liga,12,5,20,4,0,0,26,3,24.4
Player_3905,21,MID,24,3022,Serie A,8,1,10,3,0,0,34,26,18.8
Player_3906,22,MID,9,1080,Bundesliga,18,1,5,6,0,0,53,69,15
Player_3907,23,DEF,3,1676,Premier League,2,1,0,0,0,2,54,19,13.4
Player_3908,22,MID,9,2643,Bundesliga,16,1,14,12,0,0,75,67,23.2
Player_3909,25,DEF,18,2202,Bundesliga,8,4,4,1,0,8,43,35,16.8
Player_3910,26,GK,36,2359,Premier League,16,4,,0,108,22,,0,22
Player_3911,32,DEF,19,555,Bundesliga,8,2,0,0,0,1,22,26,11.9
Player_3912,21,GK,24,2209,Bundesliga,13,,0,,48,8,0,0,15.4
Player_3913,26,FWD,4,977,La Liga,6,2,24,,0,0,22,8,28
Player_3914,24,FWD,9,2611,La Liga,1,3,23,,0,0,12,0,30
Player_3915,25,DEF,33,2792,Serie A,2,1,2,3,0,19,100,73,20.9
Player_3916,32,MID,1,108,Ligue 1,7,4,2,6,0,0,77,44,15.4
Player_3917,32,DEF,35,2659,Serie A,13,4,5,2,0,23,55,36,21.3
Player_3918,22,MID,10,873,La Liga,4,1,,3,0,0,34,13,16
Player_3919,24,FWD,12,1796,La Liga,9,2,6,11,0,0,3,7,19.4
Player_3920,23,FWD,18,504,Premier League,19,5,34,0,0,0,20,1,29.8
Player_3921,34,DEF,14,453,Premier League,20,3,5,0,0,1,70,84,12.5
Player_3922,27,FWD,10,2665,La Liga,3,4,12,0,0,0,13,23,19.8
Player_3923,28,DEF,10,1193,Bundesliga,2,0,5,3,0,1,100,77,17.3
Player_3924,32,FWD,18,885,Serie A,16,3,23,,0,0,3,20,29
Player_3925,27,GK,24,1303,La Liga,10,3,0,0,72,1,0,0,15.1
Player_3926,28,MID,1,1261,La Liga,12,2,11,,0,0,54,53,19.8
Player_3927,20,MID,30,1788,Premier League,18,1,0,7,0,0,32,36,12.4
Player_3928,20,MID,15,532,Serie A,2,0,7,8,0,0,50,69,20.2
Player_3929,35,DEF,8,2402,Serie A,14,2,3,5,0,2,76,27,14.8
Player_3930,28,FWD,35,739,Ligue 1,12,1,27,9,0,0,17,12,30.6
Player_3931,35,DEF,18,598,La Liga,20,0,3,2,0,13,78,59,15.7
Player_3932,32,MID,16,555,Ligue 1,8,5,8,5,0,0,42,20,18.4
Player_3933,24,DEF,21,2502,Premier League,7,5,2,1,0,17,113,,18.5
Player_3934,27,DEF,15,1512,Ligue 1,13,4,,1,0,4,108,29,12.8
Player_3935,27,MID,5,2630,Bundesliga,15,0,4,14,0,0,37,12,18.2
Player_3936,30,DEF,7,2679,La Liga,14,2,1,0,0,0,,71,11
Player_3937,32,DEF,7,1929,La Liga,5,0,1,4,0,6,56,84,16.2
Player_3938,35,DEF,27,1593,Serie A,8,0,0,5,0,7,94,68,15.7
Player_3939,21,DEF,,3329,Ligue 1,18,0,5,4,0,11,,34,17.5
Player_3940,34,MID,22,1716,Serie A,5,4,8,3,0,0,17,37,18.2
Player_3941,20,FWD,13,1204,Ligue 1,9,,,6,0,0,6,12,22.8
Player_3942,19,GK,17,812,Ligue 1,10,5,0,0,102,5,0,0,17.8
Player_3943,21,DEF,13,931,Premier League,17,1,0,5,0,3,40,74,12.7
Player_3944,18,GK,26,2437,Ligue 1,3,0,0,0,78,4,0,0,17.7
Player_3945,32,GK,9,2311,Serie A,1,3,0,0,54,2,0,0,16.3
Player_3946,18,MID,5,735,Ligue 1,7,2,7,9,0,0,38,20,19.6
Player_3947,23,MID,33,113,Ligue 1,15,3,14,1,0,0,,12,19
Player_3948,24,DEF,4,3362,La Liga,19,1,3,2,0,0,34,74,12
Player_3949,29,DEF,28,820,La Liga,8,2,1,1,0,6,31,76,14.4
Player_3950,18,GK,26,96,La Liga,11,1,0,0,130,6,0,0,19.3
Player_3951,24,FWD,4,3167,Bundesliga,2,2,31,6,0,0,12,0,33.8
Player_3952,30,FWD,16,3322,La Liga,20,5,15,10,0,0,2,0,22.2
Player_3953,29,DEF,37,1710,Bundesliga,2,5,,,0,9,105,67,17.3
Player_3954,29,DEF,22,3015,Bundesliga,11,3,5,5,0,9,75,49,18.7
Player_3955,30,FWD,36,1361,Serie A,20,3,6,14,0,0,28,5,18.4
Player_3956,31,FWD,35,255,La Liga,17,4,9,7,0,0,,15,18
Player_3957,29,DEF,25,517,Ligue 1,10,1,2,2,0,5,,56,14.7
Player_3958,29,GK,8,2282,Premier League,5,3,0,0,16,4,0,0,14.2
Player_3959,23,GK,17,1624,Ligue 1,3,2,0,0,85,5,0,0,18.35
Player_3960,27,MID,18,1022,La Liga,9,0,7,8,0,0,24,65,18.8
Player_3961,26,DEF,12,2646,Ligue 1,20,0,3,0,0,7,35,52,13.1
Player_3962,19,GK,33,3044,La Liga,2,0,0,0,132,22,0,0,26
Player_3963,24,MID,23,3381,La Liga,19,4,1,11,0,0,24,45,14.4
Player_3964,26,GK,12,2782,Ligue 1,17,3,0,0,60,12,0,0,16.4
Player_3965,29,FWD,11,1689,Bundesliga,12,1,9,3,0,0,0,16,17.4
Player_3966,22,DEF,13,2213,Serie A,20,1,5,5,0,11,52,17,17.5
Player_3967,18,GK,35,1756,Serie A,9,4,0,0,105,12,0,0,20.25
Player_3968,32,MID,27,913,Serie A,4,2,4,6,0,0,46,12,17.2
Player_3969,25,DEF,,1432,Serie A,18,5,0,,0,9,62,71,12.3
Player_3970,18,FWD,3,1151,Premier League,16,3,29,13,0,0,24,,32.6
Player_3971,35,MID,25,655,La Liga,10,3,11,5,0,0,,34,19.8
Player_3972,30,DEF,10,1755,Premier League,12,2,3,2,0,10,68,43,16.4
Player_3973,18,MID,17,1627,Serie A,11,2,7,3,0,0,68,21,16.4
Player_3974,22,DEF,3,1253,Serie A,5,,5,3,0,0,97,,16.4
Player_3975,35,FWD,22,1371,Ligue 1,20,3,28,6,0,0,10,17,28.4
Player_3976,33,DEF,14,2754,Serie A,11,0,1,1,0,9,37,34,14.7
Player_3977,27,MID,27,2518,La Liga,16,1,2,3,0,0,60,,12.4
Player_3978,21,GK,20,2985,Serie A,15,0,0,0,60,4,0,0,14.4
Player_3979,18,DEF,18,1298,Serie A,6,0,1,1,0,11,35,35,16.3
Player_3980,25,FWD,13,392,Premier League,13,1,28,5,0,0,18,2,29.4
Player_3981,22,FWD,6,1607,La Liga,16,,14,14,0,0,6,14,24
Player_3982,19,DEF,10,845,Bundesliga,3,5,0,3,0,2,59,63,14.4
Player_3983,34,DEF,37,253,Ligue 1,18,4,0,1,0,0,,50,10
Player_3984,24,FWD,29,1757,Bundesliga,1,4,6,0,0,0,24,1,16.6
Player_3985,34,FWD,6,1316,Premier League,17,4,19,1,0,0,13,24,21.6
Player_3986,23,GK,11,1323,Serie A,20,2,0,0,44,6,0,0,13.2
Player_3987,32,MID,25,1972,Ligue 1,6,0,0,1,0,0,44,58,12.4
Player_3988,22,DEF,30,2238,La Liga,9,2,3,5,0,0,81,89,15.2
Player_3989,32,FWD,20,987,Ligue 1,4,2,22,7,0,0,6,5,28.4
Player_3990,35,GK,37,872,Premier League,7,1,0,0,148,0,0,0,19.2
Player_3991,35,DEF,16,2084,Serie A,11,4,4,4,0,10,109,81,18
Player_3992,23,MID,31,1674,Premier League,3,3,13,0,0,0,45,65,20.4
Player_3993,19,GK,29,2505,La Liga,16,4,0,0,58,19,0,0,18.6
Player_3994,34,MID,6,816,Bundesliga,6,0,,4,0,0,62,62,19.6
Player_3995,21,DEF,29,2509,Serie A,7,2,1,,0,17,98,72,19.1
Player_3996,29,DEF,32,2999,Serie A,12,,1,3,0,15,119,81,17.1
Player_3997,19,DEF,9,1544,Premier League,7,2,4,4,0,0,46,84,15.8
Player_3998,19,MID,37,2417,Premier League,19,2,3,5,0,0,21,41,13.2
Player_3999,31,DEF,23,2453,Premier League,16,2,3,,0,8,100,16,16.2
Player_4000,32,MID,16,2102,Serie A,18,3,3,,0,0,37,49,15
Player_4001,19,FWD,18,1190,Premier League,10,,16,5,0,0,26,,22.8
Player_4002,21,MID,19,905,Ligue 1,1,2,9,8,0,0,42,19,21.6
Player_4003,26,DEF,2,240,Ligue 1,8,1,2,2,0,2,,78,14.2
Player_4004,24,DEF,10,1098,Ligue 1,3,5,2,1,0,6,85,59,16
Player_4005,30,DEF,12,1609,Serie A,16,5,1,5,0,0,46,52,12.6
Player_4006,29,DEF,18,1410,Premier League,3,2,2,2,0,15,73,26,19.1
Player_4007,20,DEF,19,758,La Liga,2,4,3,3,0,8,107,30,18.2
Player_4008,30,MID,37,496,Premier League,12,,3,0,0,0,64,57,12.6
Player_4009,32,GK,27,2424,Serie A,8,3,0,0,81,10,,0,18.65
Player_4010,31,GK,14,3054,Ligue 1,19,2,0,0,56,0,0,0,12.2
Player_4011,26,DEF,34,581,Serie A,18,1,2,5,0,28,79,15,21.2
Player_4012,30,MID,2,1122,Premier League,20,3,,,0,0,59,28,12.6
Player_4013,21,DEF,33,2031,Serie A,15,3,0,5,0,24,,80,19.4
Player_4014,25,MID,19,1245,La Liga,17,2,8,10,0,0,38,56,18.6
Player_4015,20,DEF,27,1190,Serie A,18,2,,4,0,10,64,84,16
Player_4016,19,FWD,30,2875,Bundesliga,18,3,14,6,0,0,23,20,20.4
Player_4017,25,FWD,7,2268,Serie A,9,3,11,7,0,0,21,19,20.8
Player_4018,34,DEF,27,1086,Premier League,5,3,4,2,0,9,118,47,18.1
Player_4019,30,DEF,21,2001,Bundesliga,11,0,1,2,0,10,87,72,15.4
Player_4020,24,DEF,7,1525,Ligue 1,4,3,3,0,0,5,109,21,15.7
Player_4021,26,DEF,25,1203,Premier League,10,4,2,2,0,1,119,31,13.5
Player_4022,29,MID,18,2635,La Liga,4,5,10,12,0,0,67,63,23.2
Player_4023,31,FWD,33,2759,Serie A,3,,19,11,0,0,10,13,28.4
Player_4024,31,MID,33,978,Serie A,16,1,13,4,0,0,35,52,19.4
Player_4025,32,FWD,32,443,Premier League,11,5,19,,0,0,18,17,28
Player_4026,20,DEF,25,2408,Serie A,9,2,3,4,0,17,87,12,19.9
Player_4027,32,DEF,14,1505,Serie A,1,3,5,1,0,11,82,28,19.7
Player_4028,31,MID,4,521,Ligue 1,10,1,0,8,0,0,32,16,14.4
Player_4029,25,DEF,18,828,Serie A,12,1,4,1,0,13,117,52,17.5
Player_4030,22,MID,10,2609,Serie A,2,4,8,,0,0,26,33,21.6
Player_4031,21,DEF,35,1869,Ligue 1,15,4,5,1,0,7,96,76,15.7
Player_4032,31,GK,35,1421,Serie A,20,0,0,0,175,34,0,0,28.15
Player_4033,33,FWD,23,597,Ligue 1,16,5,16,4,0,0,15,3,21.2
Player_4034,23,DEF,25,144,La Liga,2,0,3,4,0,24,59,14,23.4
Player_4035,23,FWD,1,2174,Serie A,13,1,33,4,0,0,16,7,32
Player_4036,20,FWD,18,989,Premier League,18,2,33,1,0,0,25,1,29.8
Player_4037,32,FWD,15,2192,Bundesliga,19,1,24,3,0,0,13,23,25
Player_4038,20,MID,25,613,La Liga,11,2,6,10,0,0,14,48,18.6
Player_4039,28,MID,32,3052,Serie A,14,1,12,3,0,0,68,41,18.8
Player_4040,20,FWD,,552,Premier League,3,4,19,10,0,0,23,1,28
Player_4041,27,DEF,17,786,Bundesliga,9,3,4,1,0,3,60,38,15.1
Player_4042,35,MID,,1591,Ligue 1,5,1,,12,0,0,25,,24.8
Player_4043,18,MID,13,1862,Serie A,14,0,4,12,0,0,30,59,17.6
Player_4044,33,DEF,25,805,Ligue 1,7,2,4,,0,17,80,14,21.3
Player_4045,33,DEF,20,1324,La Liga,12,2,3,5,0,20,84,54,20.6
Player_4046,27,DEF,25,3387,Bundesliga,18,1,1,1,0,12,20,63,14.2
Player_4047,18,MID,31,3168,Bundesliga,11,2,1,2,0,0,,28,12.4
Player_4048,21,FWD,1,2869,Ligue 1,9,0,7,,0,0,21,16,16
Player_4049,20,DEF,16,1936,Ligue 1,11,4,1,3,0,13,28,33,16.7
Player_4050,22,FWD,28,1078,La Liga,18,3,20,6,0,0,,3,24
Player_4051,29,MID,21,1918,Premier League,2,,13,2,0,0,67,57,21.4
Player_4052,29,FWD,30,301,Serie A,20,2,33,13,0,0,17,22,34.2
Player_4053,30,MID,3,3350,Premier League,13,1,9,5,0,0,35,,18
Player_4054,29,MID,34,3236,Bundesliga,15,2,11,14,0,0,52,12,22.4
Player_4055,33,GK,6,843,Serie A,8,0,0,0,18,4,0,0,13.7
Player_4056,30,FWD,29,3275,La Liga,5,5,23,13,0,0,11,15,31.2
Player_4057,22,GK,3,3312,Premier League,5,1,0,0,12,3,,0,13.7
Player_4058,21,FWD,33,525,Premier League,7,4,11,14,0,0,12,,24
Player_4059,32,FWD,,1991,Serie A,12,0,21,10,0,0,25,18,27.4
Player_4060,29,DEF,5,173,La Liga,20,4,2,3,0,3,94,30,12.5
Player_4061,28,DEF,32,1325,La Liga,12,1,5,0,0,27,99,41,21.9
Player_4062,23,MID,18,868,Premier League,9,4,9,10,0,0,68,34,20.8
Player_4063,26,DEF,20,923,Premier League,4,0,3,5,0,14,112,14,20.4
Player_4064,18,FWD,28,2598,Ligue 1,8,0,8,8,0,0,23,5,19.6
Player_4065,29,GK,13,2050,Serie A,19,2,0,0,26,6,0,0,12.5
Player_4066,31,DEF,26,266,La Liga,1,5,5,0,0,19,119,71,21.7
Player_4067,23,FWD,16,1896,Bundesliga,11,1,26,10,0,0,3,1,30.6
Player_4068,18,MID,25,2449,Serie A,13,3,14,0,0,0,67,34,19
Player_4069,19,FWD,10,1807,Ligue 1,18,5,19,1,0,0,9,,21.4
Player_4070,28,DEF,29,3320,Serie A,20,3,5,2,0,23,34,27,19.9
Player_4071,20,MID,20,1814,Premier League,10,4,9,0,0,0,11,15,16.6
Player_4072,27,MID,26,275,Serie A,13,3,3,0,0,0,53,42,12.4
Player_4073,23,MID,32,1584,Serie A,12,3,10,6,0,0,35,,19.2
Player_4074,23,MID,24,2069,Serie A,13,0,14,13,0,0,53,24,24.2
Player_4075,19,MID,31,1422,Bundesliga,2,0,3,4,0,0,28,29,16.2
Player_4076,27,DEF,12,335,Ligue 1,3,0,3,2,0,2,78,44,15.8
Player_4077,23,DEF,36,1942,Serie A,17,3,0,5,0,21,,89,18.1
Player_4078,34,MID,10,3154,Serie A,19,,3,13,0,0,,52,16.4
Player_4079,31,DEF,6,473,Bundesliga,12,1,,5,0,6,29,14,15.2
Player_4080,22,MID,7,3203,La Liga,16,2,,13,0,0,66,51,21.2
Player_4081,34,DEF,31,374,Serie A,20,4,4,2,0,5,68,18,13.9
Player_4082,19,MID,,3117,Serie A,20,0,11,,0,0,15,41,19.8
Player_4083,26,MID,8,1077,La Liga,10,,12,14,0,0,32,33,24
Player_4084,29,DEF,,389,Serie A,15,1,0,0,0,2,30,13,10.8
Player_4085,24,GK,21,990,Serie A,8,5,0,0,126,2,,0,18.5
Player_4086,26,DEF,1,1549,Serie A,19,0,3,1,0,1,49,42,11.9
Player_4087,33,MID,15,1482,Ligue 1,5,1,1,8,0,0,52,12,16
Player_4088,28,FWD,7,3011,Premier League,12,5,13,3,0,0,8,5,19.8
Player_4089,29,GK,15,2623,Ligue 1,10,2,0,0,45,3,0,0,14.35
Player_4090,32,MID,25,2573,La Liga,14,4,7,11,0,0,53,13,19
Player_4091,35,DEF,3,895,Ligue 1,12,2,0,2,0,1,42,,11.9
Player_4092,33,MID,,2318,Ligue 1,13,3,3,10,0,0,75,53,16.4
Player_4093,32,FWD,14,3020,Bundesliga,17,4,32,10,0,0,11,5,33
Player_4094,22,DEF,4,2011,La Liga,1,5,1,1,0,1,41,68,14.3
Player_4095,28,MID,36,966,La Liga,10,3,8,13,0,0,54,,21.2
Player_4096,32,GK,3,783,La Liga,5,1,0,0,9,1,0,0,12.95
Player_4097,35,GK,5,2477,Ligue 1,11,,0,0,15,1,0,0,12.05
Player_4098,30,DEF,25,2628,La Liga,10,5,3,1,0,10,70,20,16.4
Player_4099,21,GK,31,2632,Bundesliga,6,5,,,93,4,0,0,17.85
Player_4100,34,MID,11,2086,Serie A,15,1,1,14,0,0,28,15,16.4
Player_4101,21,DEF,8,819,Ligue 1,9,2,5,0,0,0,61,78,14.4
Player_4102,33,MID,26,1276,Serie A,8,0,,2,0,0,13,68,16
Player_4103,32,DEF,2,1671,Serie A,6,2,5,3,0,1,119,19,16.5
Player_4104,31,DEF,28,2593,Ligue 1,6,3,1,5,0,8,48,12,17
Player_4105,29,MID,10,3253,Ligue 1,17,1,4,5,0,0,66,66,14.2
Player_4106,20,FWD,37,194,La Liga,12,3,21,14,0,0,24,7,29
Player_4107,27,GK,21,2856,Bundesliga,7,5,0,0,126,17,0,0,23.2
Player_4108,25,FWD,28,528,Ligue 1,5,0,5,7,0,0,24,0,18
Player_4109,23,MID,33,1611,Serie A,16,4,4,6,0,0,18,61,14.8
Player_4110,31,MID,11,1441,Ligue 1,6,,6,2,0,0,57,28,16.4
